dog_name,gender,breed,birth,colour,borough
Brooklyn,Male,American Pit Bull Mix / Pit Bull Mix,Jul-03,Brown,Brooklyn
Putney,Female,American Pit Bull Mix / Pit Bull Mix,Jul-03,White,Manhattan
Siagon,Male,American Pit Bull Mix / Pit Bull Mix,Aug-03,Brindle,Bronx
Damian,Male,American Pit Bull Mix / Pit Bull Mix,Sep-03,Tan,Staten Island
Oden,Male,American Pit Bull Mix / Pit Bull Mix,Sep-03,Brindle,Manhattan
Sandi,Female,American Pit Bull Mix / Pit Bull Mix,Sep-03,Tan,Staten Island
Cashew,Male,American Pit Bull Mix / Pit Bull Mix,Nov-03,Tan,Queens
Tico,Male,American Pit Bull Mix / Pit Bull Mix,Nov-03,Brindle,Brooklyn
Precious,Female,American Pit Bull Mix / Pit Bull Mix,Dec-03,Black,Bronx
Beauty,Female,American Pit Bull Mix / Pit Bull Mix,Jan-04,Tan,Staten Island
Brooke,Female,American Pit Bull Mix / Pit Bull Mix,Jan-04,Black,Brooklyn
Champ,Male,American Pit Bull Mix / Pit Bull Mix,Jan-04,Tan,Manhattan
Dutchie,Male,American Pit Bull Mix / Pit Bull Mix,Jan-04,Black,Queens
Gigi,Female,American Pit Bull Mix / Pit Bull Mix,Jan-04,Black,Manhattan
Honest,Male,American Pit Bull Mix / Pit Bull Mix,Jan-04,Brindle,Manhattan
Jax,Male,American Pit Bull Mix / Pit Bull Mix,Jan-04,Brown,Manhattan
Lola,Female,American Pit Bull Mix / Pit Bull Mix,Jan-04,Tan,Queens
Pepper,Female,American Pit Bull Mix / Pit Bull Mix,Jan-04,Black,Brooklyn
Shadow,Male,American Pit Bull Mix / Pit Bull Mix,Jan-04,Black,Staten Island
Snoopy,Male,American Pit Bull Mix / Pit Bull Mix,Jan-04,White,Manhattan
Szaszu,Female,American Pit Bull Mix / Pit Bull Mix,Jan-04,Brindle,Manhattan
Tabatha,Female,American Pit Bull Mix / Pit Bull Mix,Jan-04,Black,Manhattan
Thor,Male,American Pit Bull Mix / Pit Bull Mix,Jan-04,Brown,Manhattan
Rubia,Female,American Pit Bull Mix / Pit Bull Mix,Feb-04,Cream,Bronx
Ace,Male,American Pit Bull Mix / Pit Bull Mix,Mar-04,White,Manhattan
Goofy,Male,American Pit Bull Mix / Pit Bull Mix,Apr-04,White,Brooklyn
Rocky,Male,American Pit Bull Mix / Pit Bull Mix,Apr-04,White,Staten Island
Diesel,Male,American Pit Bull Mix / Pit Bull Mix,Jun-04,Brindle,Manhattan
Gracie,Female,American Pit Bull Mix / Pit Bull Mix,Jun-04,Brown,Manhattan
Epiphany,Female,American Pit Bull Mix / Pit Bull Mix,Jul-04,Brindle,Brooklyn
Jasmine,Female,American Pit Bull Mix / Pit Bull Mix,Aug-04,Brown,Brooklyn
Bacardi,Female,American Pit Bull Mix / Pit Bull Mix,Oct-04,White,Manhattan
Chloe,Female,American Pit Bull Mix / Pit Bull Mix,Oct-04,White,Staten Island
Pit,Male,American Pit Bull Mix / Pit Bull Mix,Oct-04,White,Manhattan
Ivy,Female,American Pit Bull Mix / Pit Bull Mix,Dec-04,White,Bronx
Babe,Female,American Pit Bull Mix / Pit Bull Mix,Jan-05,White,Queens
Bruno,Male,American Pit Bull Mix / Pit Bull Mix,Jan-05,White,Bronx
Dante,Male,American Pit Bull Mix / Pit Bull Mix,Jan-05,Brown,Staten Island
Dutchez,Male,American Pit Bull Mix / Pit Bull Mix,Jan-05,Brown,Bronx
Ginger,Female,American Pit Bull Mix / Pit Bull Mix,Jan-05,White,Manhattan
Lucky,Male,American Pit Bull Mix / Pit Bull Mix,Jan-05,Black,Manhattan
Lulu,Female,American Pit Bull Mix / Pit Bull Mix,Jan-05,Brown,Brooklyn
Mama,Female,American Pit Bull Mix / Pit Bull Mix,Jan-05,Brown,Brooklyn
Sheeba,Female,American Pit Bull Mix / Pit Bull Mix,Jan-05,Brown,Manhattan
Gizmo,Male,American Pit Bull Mix / Pit Bull Mix,Feb-05,Brown,Queens
Jessie,Female,American Pit Bull Mix / Pit Bull Mix,Feb-05,Brindle,Brooklyn
Bear,Male,American Pit Bull Mix / Pit Bull Mix,Mar-05,Black,Manhattan
Clipper,Male,American Pit Bull Mix / Pit Bull Mix,Apr-05,Brown,Manhattan
Frida,Female,American Pit Bull Mix / Pit Bull Mix,May-05,Brown,Bronx
Tyler,Male,American Pit Bull Mix / Pit Bull Mix,Jun-05,Charcoal,Queens
Bowie,Male,American Pit Bull Mix / Pit Bull Mix,Jul-05,Tan,Bronx
Lil,Male,American Pit Bull Mix / Pit Bull Mix,Jul-05,Black,Manhattan
Tucker,Male,American Pit Bull Mix / Pit Bull Mix,Jul-05,White,Manhattan
Cleopatra,Female,American Pit Bull Mix / Pit Bull Mix,Aug-05,Black,Manhattan
Dot,Female,American Pit Bull Mix / Pit Bull Mix,Aug-05,White,Queens
Phoenix,Female,American Pit Bull Mix / Pit Bull Mix,Aug-05,Brindle,Brooklyn
Shorty,Male,American Pit Bull Mix / Pit Bull Mix,Aug-05,Blond,Brooklyn
Auggie,Male,American Pit Bull Mix / Pit Bull Mix,Sep-05,Brindle,Brooklyn
Mazzy,Female,American Pit Bull Mix / Pit Bull Mix,Sep-05,White,Brooklyn
Nicky,Male,American Pit Bull Mix / Pit Bull Mix,Sep-05,Brown,Queens
Mena,Female,American Pit Bull Mix / Pit Bull Mix,Oct-05,Brown,Brooklyn
Henry,Male,American Pit Bull Mix / Pit Bull Mix,Nov-05,Blond,Brooklyn
Lucy,Female,American Pit Bull Mix / Pit Bull Mix,Nov-05,White,Manhattan
Victoria,Female,American Pit Bull Mix / Pit Bull Mix,Nov-05,Blond,Brooklyn
Jack,Male,American Pit Bull Mix / Pit Bull Mix,Dec-05,Brown,Brooklyn
Twiggy,Female,American Pit Bull Mix / Pit Bull Mix,Dec-05,Tan,Manhattan
Ace,Male,American Pit Bull Mix / Pit Bull Mix,Jan-06,Brown,Queens
Bandit,Male,American Pit Bull Mix / Pit Bull Mix,Jan-06,White,Staten Island
Bishop,Male,American Pit Bull Mix / Pit Bull Mix,Jan-06,Brown,Staten Island
Bisou,Female,American Pit Bull Mix / Pit Bull Mix,Jan-06,Gold,Manhattan
Boudicca,Female,American Pit Bull Mix / Pit Bull Mix,Jan-06,White,Manhattan
Dafney,Female,American Pit Bull Mix / Pit Bull Mix,Jan-06,Brown,Queens
Debo,Male,American Pit Bull Mix / Pit Bull Mix,Jan-06,Tan,Brooklyn
Dutch,Male,American Pit Bull Mix / Pit Bull Mix,Jan-06,Tan,Bronx
George,Female,American Pit Bull Mix / Pit Bull Mix,Jan-06,Black,Manhattan
Girly,Female,American Pit Bull Mix / Pit Bull Mix,Jan-06,Brindle,Queens
Jill,Female,American Pit Bull Mix / Pit Bull Mix,Jan-06,Brown,Queens
Kilo,Female,American Pit Bull Mix / Pit Bull Mix,Jan-06,White,Manhattan
Parrish,Male,American Pit Bull Mix / Pit Bull Mix,Jan-06,Brown,Manhattan
Princess,Female,American Pit Bull Mix / Pit Bull Mix,Jan-06,Brown,Bronx
Sampson,Male,American Pit Bull Mix / Pit Bull Mix,Jan-06,Brindle,Queens
Simba,Male,American Pit Bull Mix / Pit Bull Mix,Jan-06,Red,Staten Island
Snoop,Male,American Pit Bull Mix / Pit Bull Mix,Jan-06,Tan,Brooklyn
Bella,Female,American Pit Bull Mix / Pit Bull Mix,Feb-06,Tan,Staten Island
Chulo,Male,American Pit Bull Mix / Pit Bull Mix,Feb-06,Black,Bronx
Noor,Female,American Pit Bull Mix / Pit Bull Mix,Feb-06,Brown,Manhattan
Hector,Male,American Pit Bull Mix / Pit Bull Mix,Mar-06,Gray,Brooklyn
Tigrilla,Female,American Pit Bull Mix / Pit Bull Mix,Mar-06,Brindle,Manhattan
Cru,Male,American Pit Bull Mix / Pit Bull Mix,Apr-06,Gray,Staten Island
Socks,Female,American Pit Bull Mix / Pit Bull Mix,Apr-06,Tan,Brooklyn
Charcoal,Male,American Pit Bull Mix / Pit Bull Mix,May-06,Black,Staten Island
Roxie,Female,American Pit Bull Mix / Pit Bull Mix,May-06,Brindle,Manhattan
Tiger,Male,American Pit Bull Mix / Pit Bull Mix,May-06,Brindle,Queens
Dutch,Male,American Pit Bull Mix / Pit Bull Mix,Jun-06,Black,Staten Island
Penny,Female,American Pit Bull Mix / Pit Bull Mix,Jun-06,White,Manhattan
Princesa,Female,American Pit Bull Mix / Pit Bull Mix,Jun-06,Brown,Bronx
Jinx,Female,American Pit Bull Mix / Pit Bull Mix,Jul-06,Black,Manhattan
Blu,Female,American Pit Bull Mix / Pit Bull Mix,Aug-06,Brown,Brooklyn
Danger,Male,American Pit Bull Mix / Pit Bull Mix,Aug-06,Brindle,Bronx
Koko,Female,American Pit Bull Mix / Pit Bull Mix,Aug-06,Black,Bronx
Oscar,Male,American Pit Bull Mix / Pit Bull Mix,Aug-06,White,Bronx
Princess,Female,American Pit Bull Mix / Pit Bull Mix,Sep-06,White,Queens
Lucy,Female,American Pit Bull Mix / Pit Bull Mix,Oct-06,Brindle,Manhattan
Maddy,Female,American Pit Bull Mix / Pit Bull Mix,Oct-06,Tan,Queens
Rocky,Male,American Pit Bull Mix / Pit Bull Mix,Oct-06,Black,Staten Island
Beauty,Female,American Pit Bull Mix / Pit Bull Mix,Nov-06,Black,Brooklyn
Lulu,Female,American Pit Bull Mix / Pit Bull Mix,Nov-06,Gold,Queens
Suka,Female,American Pit Bull Mix / Pit Bull Mix,Nov-06,Brown,Manhattan
Baby,Female,American Pit Bull Mix / Pit Bull Mix,Dec-06,White,Staten Island
Champion,Male,American Pit Bull Mix / Pit Bull Mix,Dec-06,Brindle,Staten Island
Cherokee,Male,American Pit Bull Mix / Pit Bull Mix,Dec-06,Brindle,Bronx
Diesel,Male,American Pit Bull Mix / Pit Bull Mix,Dec-06,Tan,Brooklyn
Diesel,Male,American Pit Bull Mix / Pit Bull Mix,Dec-06,Chocolate,Queens
Dutch,Male,American Pit Bull Mix / Pit Bull Mix,Dec-06,Black,Manhattan
Prince,Male,American Pit Bull Mix / Pit Bull Mix,Dec-06,Brown,Brooklyn
Rosie,Female,American Pit Bull Mix / Pit Bull Mix,Dec-06,Black,Bronx
Sky,Female,American Pit Bull Mix / Pit Bull Mix,Dec-06,Brindle,Manhattan
Zoe,Female,American Pit Bull Mix / Pit Bull Mix,Dec-06,White,Manhattan
Brooklyn,Male,American Pit Bull Mix / Pit Bull Mix,Jan-07,Brown,Queens
Girly,Female,American Pit Bull Mix / Pit Bull Mix,Jan-07,Brown,Queens
Isis,Female,American Pit Bull Mix / Pit Bull Mix,Jan-07,Fawn,Staten Island
Jewels,Female,American Pit Bull Mix / Pit Bull Mix,Jan-07,Brown,Brooklyn
Karma,Female,American Pit Bull Mix / Pit Bull Mix,Jan-07,Gold,Queens
Karma,Female,American Pit Bull Mix / Pit Bull Mix,Jan-07,Brown,Brooklyn
Kiki,Female,American Pit Bull Mix / Pit Bull Mix,Jan-07,Black,Queens
Lola,Female,American Pit Bull Mix / Pit Bull Mix,Jan-07,White,Bronx
Lucy,Female,American Pit Bull Mix / Pit Bull Mix,Jan-07,Brindle,Queens
Nena,Female,American Pit Bull Mix / Pit Bull Mix,Jan-07,White,Bronx
Nikka,Female,American Pit Bull Mix / Pit Bull Mix,Jan-07,Brown,Brooklyn
Oreo,Female,American Pit Bull Mix / Pit Bull Mix,Jan-07,Black,Staten Island
Oscar,Male,American Pit Bull Mix / Pit Bull Mix,Jan-07,Brown,Manhattan
Papa,Male,American Pit Bull Mix / Pit Bull Mix,Jan-07,Brindle,Queens
Pete,Male,American Pit Bull Mix / Pit Bull Mix,Jan-07,Black,Queens
Ripley,Male,American Pit Bull Mix / Pit Bull Mix,Jan-07,Brown,Bronx
Scarlett,Female,American Pit Bull Mix / Pit Bull Mix,Jan-07,White,Brooklyn
Sebastian,Male,American Pit Bull Mix / Pit Bull Mix,Jan-07,White,Manhattan
Sophie,Female,American Pit Bull Mix / Pit Bull Mix,Jan-07,Blond,Brooklyn
Winston,Male,American Pit Bull Mix / Pit Bull Mix,Jan-07,Brown,Queens
Nibbles,Male,American Pit Bull Mix / Pit Bull Mix,Feb-07,Black,Bronx
Romeo,Male,American Pit Bull Mix / Pit Bull Mix,Feb-07,Tan,Bronx
Sasha,Female,American Pit Bull Mix / Pit Bull Mix,Feb-07,White,Bronx
Darla,Female,American Pit Bull Mix / Pit Bull Mix,Mar-07,White,Brooklyn
Ella,Female,American Pit Bull Mix / Pit Bull Mix,Mar-07,Tan,Brooklyn
Meyer,Male,American Pit Bull Mix / Pit Bull Mix,Mar-07,White,Brooklyn
Trigga,Male,American Pit Bull Mix / Pit Bull Mix,Mar-07,Gray,Bronx
Greta,Female,American Pit Bull Mix / Pit Bull Mix,Apr-07,Tan,Brooklyn
Jewels,Female,American Pit Bull Mix / Pit Bull Mix,Apr-07,Blond,Bronx
Reese,Male,American Pit Bull Mix / Pit Bull Mix,Apr-07,Brindle,Queens
Richard,Male,American Pit Bull Mix / Pit Bull Mix,Apr-07,Tan,Brooklyn
Ruby,Female,American Pit Bull Mix / Pit Bull Mix,Apr-07,White,Brooklyn
Bobby,Male,American Pit Bull Mix / Pit Bull Mix,May-07,Brown,Queens
Chai,Female,American Pit Bull Mix / Pit Bull Mix,May-07,Brindle,Manhattan
Coffee,Female,American Pit Bull Mix / Pit Bull Mix,May-07,Brown,Bronx
Cooper,Male,American Pit Bull Mix / Pit Bull Mix,May-07,Tan,Staten Island
Hazel,Female,American Pit Bull Mix / Pit Bull Mix,May-07,Tan,Staten Island
Lily,Female,American Pit Bull Mix / Pit Bull Mix,May-07,Black,Brooklyn
Max,Male,American Pit Bull Mix / Pit Bull Mix,May-07,Brown,Staten Island
Nikki,Female,American Pit Bull Mix / Pit Bull Mix,May-07,Tan,Manhattan
Shady,Male,American Pit Bull Mix / Pit Bull Mix,May-07,Brindle,Brooklyn
Bishop,Male,American Pit Bull Mix / Pit Bull Mix,Jun-07,Black,Staten Island
Morgan,Female,American Pit Bull Mix / Pit Bull Mix,Jun-07,Black,Staten Island
Sugar,Female,American Pit Bull Mix / Pit Bull Mix,Jun-07,Tan,Queens
Tyson,Male,American Pit Bull Mix / Pit Bull Mix,Jun-07,Brown,Manhattan
April,Female,American Pit Bull Mix / Pit Bull Mix,Jul-07,Tan,Queens
Sandy,Female,American Pit Bull Mix / Pit Bull Mix,Jul-07,Tan,Bronx
Smokey,Male,American Pit Bull Mix / Pit Bull Mix,Jul-07,Blue,Brooklyn
Beefy,Male,American Pit Bull Mix / Pit Bull Mix,Aug-07,Brown,Bronx
Callie,Female,American Pit Bull Mix / Pit Bull Mix,Aug-07,Black,Staten Island
Casper,Male,American Pit Bull Mix / Pit Bull Mix,Aug-07,White,Manhattan
Dolce,Male,American Pit Bull Mix / Pit Bull Mix,Aug-07,Black,Queens
Gertrude,Female,American Pit Bull Mix / Pit Bull Mix,Aug-07,Red,Manhattan
Grace,Female,American Pit Bull Mix / Pit Bull Mix,Aug-07,Gray,Brooklyn
Isis,Female,American Pit Bull Mix / Pit Bull Mix,Aug-07,Orange,Manhattan
Mama,Female,American Pit Bull Mix / Pit Bull Mix,Aug-07,Brown,Queens
Merlin,Male,American Pit Bull Mix / Pit Bull Mix,Aug-07,Black,Manhattan
Petey,Male,American Pit Bull Mix / Pit Bull Mix,Aug-07,White,Queens
Precious,Female,American Pit Bull Mix / Pit Bull Mix,Aug-07,Brindle,Brooklyn
Rocky,Male,American Pit Bull Mix / Pit Bull Mix,Aug-07,Tan,Staten Island
Hemi,Male,American Pit Bull Mix / Pit Bull Mix,Sep-07,Tan,Queens
Sid,Male,American Pit Bull Mix / Pit Bull Mix,Sep-07,Tan,Queens
Terror,Male,American Pit Bull Mix / Pit Bull Mix,Sep-07,Gold,Queens
Bam,Male,American Pit Bull Mix / Pit Bull Mix,Oct-07,Brown,Staten Island
Hershey,Female,American Pit Bull Mix / Pit Bull Mix,Oct-07,Brown,Manhattan
Willy,Male,American Pit Bull Mix / Pit Bull Mix,Oct-07,Blue,Manhattan
Barley,Male,American Pit Bull Mix / Pit Bull Mix,Nov-07,Tan,Brooklyn
Hennessey,Female,American Pit Bull Mix / Pit Bull Mix,Nov-07,Tan,Bronx
Nina,Female,American Pit Bull Mix / Pit Bull Mix,Nov-07,White,Manhattan
Noah,Male,American Pit Bull Mix / Pit Bull Mix,Nov-07,Tan,Brooklyn
Prada,Female,American Pit Bull Mix / Pit Bull Mix,Nov-07,Tan,Manhattan
Turkey,Female,American Pit Bull Mix / Pit Bull Mix,Nov-07,White,Brooklyn
Zena,Female,American Pit Bull Mix / Pit Bull Mix,Nov-07,White,Manhattan
Bam-Bam,Male,American Pit Bull Mix / Pit Bull Mix,Dec-07,Brindle,Staten Island
Bronson,Male,American Pit Bull Mix / Pit Bull Mix,Dec-07,White,Staten Island
Cane,Male,American Pit Bull Mix / Pit Bull Mix,Dec-07,Black,Manhattan
Goldy,Male,American Pit Bull Mix / Pit Bull Mix,Dec-07,Tan,Manhattan
Jackson,Male,American Pit Bull Mix / Pit Bull Mix,Dec-07,Black,Brooklyn
Rocky,Male,American Pit Bull Mix / Pit Bull Mix,Dec-07,Brindle,Queens
Theo,Female,American Pit Bull Mix / Pit Bull Mix,Dec-07,Brown,Brooklyn
Anna,Female,American Pit Bull Mix / Pit Bull Mix,Jan-08,White,Queens
Bonnie,Female,American Pit Bull Mix / Pit Bull Mix,Jan-08,Tan,Brooklyn
Brooklyn,Female,American Pit Bull Mix / Pit Bull Mix,Jan-08,Brown,Manhattan
Buddy,Male,American Pit Bull Mix / Pit Bull Mix,Jan-08,Brown,Queens
Budha,Male,American Pit Bull Mix / Pit Bull Mix,Jan-08,Brown,Manhattan
Cat,Female,American Pit Bull Mix / Pit Bull Mix,Jan-08,Tan,Brooklyn
Charlie,Male,American Pit Bull Mix / Pit Bull Mix,Jan-08,Tan,Queens
Daisy,Female,American Pit Bull Mix / Pit Bull Mix,Jan-08,Brown,Brooklyn
Jameson,Male,American Pit Bull Mix / Pit Bull Mix,Jan-08,Brown,Brooklyn
Lola,Female,American Pit Bull Mix / Pit Bull Mix,Jan-08,Brown,Brooklyn
Louise,Female,American Pit Bull Mix / Pit Bull Mix,Jan-08,Brown,Brooklyn
Max,Male,American Pit Bull Mix / Pit Bull Mix,Jan-08,Black,Brooklyn
Maxine,Female,American Pit Bull Mix / Pit Bull Mix,Jan-08,Brown,Queens
N/A,Male,American Pit Bull Mix / Pit Bull Mix,Jan-08,Tan,Brooklyn
Oreo,Male,American Pit Bull Mix / Pit Bull Mix,Jan-08,White,Queens
Petey,Male,American Pit Bull Mix / Pit Bull Mix,Jan-08,White,Queens
Sabrina,Female,American Pit Bull Mix / Pit Bull Mix,Jan-08,Brown,Brooklyn
Santos,Male,American Pit Bull Mix / Pit Bull Mix,Jan-08,Brown,Bronx
Scot,Male,American Pit Bull Mix / Pit Bull Mix,Jan-08,White,Queens
Bella,Female,American Pit Bull Mix / Pit Bull Mix,Feb-08,Tan,Queens
Brady,Male,American Pit Bull Mix / Pit Bull Mix,Feb-08,Black,Manhattan
Mandy,Female,American Pit Bull Mix / Pit Bull Mix,Feb-08,Black,Queens
Secret,Female,American Pit Bull Mix / Pit Bull Mix,Feb-08,Brown,Manhattan
Trash,Male,American Pit Bull Mix / Pit Bull Mix,Feb-08,White,Brooklyn
Wilbur,Male,American Pit Bull Mix / Pit Bull Mix,Feb-08,Tan,Bronx
Chloe,Female,American Pit Bull Mix / Pit Bull Mix,Mar-08,Tan,Staten Island
Damali,Female,American Pit Bull Mix / Pit Bull Mix,Mar-08,Tan,Bronx
Diva,Female,American Pit Bull Mix / Pit Bull Mix,Mar-08,Black,Queens
Ginger,Female,American Pit Bull Mix / Pit Bull Mix,Mar-08,Brown,Bronx
Ruby,Female,American Pit Bull Mix / Pit Bull Mix,Mar-08,Tan,Brooklyn
Thunder,Male,American Pit Bull Mix / Pit Bull Mix,Mar-08,Black,Manhattan
Baby,Male,American Pit Bull Mix / Pit Bull Mix,Apr-08,White,Queens
Grace,Female,American Pit Bull Mix / Pit Bull Mix,Apr-08,Black,Brooklyn
Mercedes,Female,American Pit Bull Mix / Pit Bull Mix,Apr-08,White,Brooklyn
Samantha,Female,American Pit Bull Mix / Pit Bull Mix,Apr-08,Fawn,Brooklyn
Tao,Male,American Pit Bull Mix / Pit Bull Mix,Apr-08,White,Brooklyn
Bam,Male,American Pit Bull Mix / Pit Bull Mix,May-08,Brown,Queens
Brandy,Female,American Pit Bull Mix / Pit Bull Mix,May-08,Brown,Bronx
Lulu,Female,American Pit Bull Mix / Pit Bull Mix,May-08,Brindle,Brooklyn
Max,Male,American Pit Bull Mix / Pit Bull Mix,May-08,Brown,Queens
Missy,Female,American Pit Bull Mix / Pit Bull Mix,May-08,Black,Brooklyn
Mookie,Male,American Pit Bull Mix / Pit Bull Mix,May-08,Brindle,Queens
Ranger,Male,American Pit Bull Mix / Pit Bull Mix,May-08,Black,Staten Island
Teaspoon,Male,American Pit Bull Mix / Pit Bull Mix,May-08,Tan,Brooklyn
Trina,Female,American Pit Bull Mix / Pit Bull Mix,May-08,White,Bronx
Wrinkles,Female,American Pit Bull Mix / Pit Bull Mix,May-08,Brindle,Queens
Christopher,Male,American Pit Bull Mix / Pit Bull Mix,Jun-08,Brown,Bronx
Cleopatra,Female,American Pit Bull Mix / Pit Bull Mix,Jun-08,Tan,Queens
Dos,Male,American Pit Bull Mix / Pit Bull Mix,Jun-08,White,Manhattan
Happy,Female,American Pit Bull Mix / Pit Bull Mix,Jun-08,Brown,Brooklyn
Kelly,Female,American Pit Bull Mix / Pit Bull Mix,Jun-08,Brown,Brooklyn
Linda,Female,American Pit Bull Mix / Pit Bull Mix,Jun-08,Brindle,Staten Island
Luckie,Female,American Pit Bull Mix / Pit Bull Mix,Jun-08,Black,Queens
Lucy,Female,American Pit Bull Mix / Pit Bull Mix,Jun-08,White,Brooklyn
Romy,Female,American Pit Bull Mix / Pit Bull Mix,Jun-08,Fawn,Manhattan
Sadie,Female,American Pit Bull Mix / Pit Bull Mix,Jun-08,White,Queens
Tilda,Female,American Pit Bull Mix / Pit Bull Mix,Jun-08,Gold,Queens
Banduna,Male,American Pit Bull Mix / Pit Bull Mix,Jul-08,Gray,Manhattan
Bella,Female,American Pit Bull Mix / Pit Bull Mix,Jul-08,White,Queens
Bella,Female,American Pit Bull Mix / Pit Bull Mix,Jul-08,Brown,Staten Island
Bethova,Female,American Pit Bull Mix / Pit Bull Mix,Jul-08,White,Brooklyn
Fontella,Female,American Pit Bull Mix / Pit Bull Mix,Jul-08,Tan,Queens
Mia,Female,American Pit Bull Mix / Pit Bull Mix,Jul-08,Black,Queens
Princess,Female,American Pit Bull Mix / Pit Bull Mix,Jul-08,Brown,Queens
Rocky,Male,American Pit Bull Mix / Pit Bull Mix,Jul-08,Tan,Staten Island
Roxanne,Female,American Pit Bull Mix / Pit Bull Mix,Jul-08,Tan,Brooklyn
Shyla,Female,American Pit Bull Mix / Pit Bull Mix,Jul-08,Gray,Bronx
Ballerina,Female,American Pit Bull Mix / Pit Bull Mix,Aug-08,Brown,Queens
Bella,Female,American Pit Bull Mix / Pit Bull Mix,Aug-08,Tan,Queens
Brooklyn,Female,American Pit Bull Mix / Pit Bull Mix,Aug-08,Black,Queens
Casper,Male,American Pit Bull Mix / Pit Bull Mix,Aug-08,White,Brooklyn
Coco,Female,American Pit Bull Mix / Pit Bull Mix,Aug-08,Brown,Manhattan
Dexter,Male,American Pit Bull Mix / Pit Bull Mix,Aug-08,Brindle,Brooklyn
Emma,Female,American Pit Bull Mix / Pit Bull Mix,Aug-08,Tan,Brooklyn
Jocelyn,Female,American Pit Bull Mix / Pit Bull Mix,Aug-08,Black,Staten Island
Juno,Female,American Pit Bull Mix / Pit Bull Mix,Aug-08,Brindle,Manhattan
Lupa,Female,American Pit Bull Mix / Pit Bull Mix,Aug-08,Black,Staten Island
Matilda,Female,American Pit Bull Mix / Pit Bull Mix,Aug-08,Black,Brooklyn
Pupuji,Female,American Pit Bull Mix / Pit Bull Mix,Aug-08,White,Brooklyn
Rebel,Male,American Pit Bull Mix / Pit Bull Mix,Aug-08,Brown,Bronx
Starr,Female,American Pit Bull Mix / Pit Bull Mix,Aug-08,Gray,Queens
Toaster,Female,American Pit Bull Mix / Pit Bull Mix,Aug-08,Brindle,Manhattan
Barry,Male,American Pit Bull Mix / Pit Bull Mix,Sep-08,Tan,Brooklyn
Jenny,Female,American Pit Bull Mix / Pit Bull Mix,Sep-08,Brown,Brooklyn
Noah,Male,American Pit Bull Mix / Pit Bull Mix,Sep-08,Tan,Queens
Pokey,Male,American Pit Bull Mix / Pit Bull Mix,Sep-08,Brindle,Staten Island
Raymond,Male,American Pit Bull Mix / Pit Bull Mix,Sep-08,Tan,Manhattan
Sparky,Male,American Pit Bull Mix / Pit Bull Mix,Sep-08,Tan,Brooklyn
Spikey,Male,American Pit Bull Mix / Pit Bull Mix,Sep-08,White,Bronx
Ginger,Female,American Pit Bull Mix / Pit Bull Mix,Oct-08,Tan,Bronx
Jinx,Female,American Pit Bull Mix / Pit Bull Mix,Oct-08,Tan,Queens
Junior,Male,American Pit Bull Mix / Pit Bull Mix,Oct-08,Black,Manhattan
Kognac,Male,American Pit Bull Mix / Pit Bull Mix,Oct-08,Black,Queens
Madison,Female,American Pit Bull Mix / Pit Bull Mix,Oct-08,Brindle,Brooklyn
Madison,Female,American Pit Bull Mix / Pit Bull Mix,Oct-08,Brindle,Brooklyn
Marcy,Female,American Pit Bull Mix / Pit Bull Mix,Oct-08,Brindle,Brooklyn
Molly,Female,American Pit Bull Mix / Pit Bull Mix,Oct-08,Tan,Staten Island
Phoenix,Male,American Pit Bull Mix / Pit Bull Mix,Oct-08,Brown,Queens
Scrappy,Male,American Pit Bull Mix / Pit Bull Mix,Oct-08,White,Queens
Tiger,Male,American Pit Bull Mix / Pit Bull Mix,Oct-08,Brindle,Staten Island
Winston,Male,American Pit Bull Mix / Pit Bull Mix,Oct-08,Tan,Brooklyn
Buddy,Male,American Pit Bull Mix / Pit Bull Mix,Nov-08,Brown,Queens
Cici,Female,American Pit Bull Mix / Pit Bull Mix,Nov-08,Brown,Bronx
Dino,Male,American Pit Bull Mix / Pit Bull Mix,Nov-08,Brindle,Staten Island
Elda,Female,American Pit Bull Mix / Pit Bull Mix,Nov-08,Tan,Brooklyn
Hershey,Male,American Pit Bull Mix / Pit Bull Mix,Nov-08,Brown,Queens
Inca,Female,American Pit Bull Mix / Pit Bull Mix,Nov-08,Brown,Manhattan
